decision_gw,squad_no,start_ft,wait,total_transfers,spend_predicted,spend_realised,hold_predicted,hold_realised,hold_edge
26,7,2,1,3,31.25473415891838,25.0,26.72145712611365,12.0,-13.0
26,7,2,2,4,31.25473415891838,38.0,29.488450856375664,14.0,-24.0
26,8,1,1,2,11.325603911930841,21.0,16.32365622611482,-16.0,-37.0
26,8,1,2,3,11.325603911930841,16.0,22.54242273961495,-11.0,-27.0
26,8,2,1,3,21.86687838591729,18.0,24.47228981698305,-1.0,-19.0
26,8,2,2,4,21.86687838591729,37.0,26.4398198246831,22.0,-15.0
26,9,1,1,2,20.149233712784678,-23.0,24.369481016814632,-18.0,5.0
26,9,1,2,3,20.149233712784678,-9.0,32.8029494937588,-14.0,-5.0
26,9,2,1,3,31.647884037327515,18.0,35.903722633496955,-7.0,-25.0
26,9,2,2,4,31.647884037327515,8.0,35.48266774053181,-7.0,-15.0
28,0,1,1,2,9.808695486206943,6.0,19.86772928667125,35.0,29.0
28,0,1,2,3,9.808695486206943,2.0,23.531644718842443,47.0,45.0
28,0,2,1,3,21.870389289775545,54.0,25.357092986623826,44.0,-10.0
28,0,2,2,4,21.870389289775545,47.0,33.35117072385117,45.0,-2.0
28,1,1,1,2,11.722425779880012,-13.0,21.729400491593566,25.0,38.0
28,1,1,2,3,11.722425779880012,-5.0,28.5923278347922,40.0,45.0
28,1,2,1,3,24.9745621597545,8.0,33.08032607605455,30.0,22.0
28,1,2,2,4,24.9745621597545,16.0,37.8636811981217,62.0,46.0
28,2,1,1,2,6.477659672080165,21.0,10.420466787776462,21.0,0.0
28,2,1,2,3,6.477659672080165,30.0,14.208247892412459,25.0,-5.0
28,2,2,1,3,12.104822482025213,36.0,14.174972696419019,31.0,-5.0
28,2,2,2,4,12.104822482025213,52.0,15.807779534264483,21.0,-31.0
28,3,1,1,2,13.124453459723668,11.0,22.820440238174058,12.0,1.0
28,3,1,2,3,13.124453459723668,28.0,21.405085623335623,26.0,-2.0
28,3,2,1,3,24.930042105959785,7.0,30.61793890264522,10.0,3.0
28,3,2,2,4,24.930042105959785,24.0,25.04816418188952,28.0,4.0
28,4,1,1,2,9.808695486206943,-11.0,15.936807825358414,8.0,19.0
28,4,1,2,3,9.808695486206943,6.0,21.802617572584325,38.0,32.0
28,4,2,1,3,18.630501436100246,17.0,22.823299610729322,23.0,6.0
28,4,2,2,4,18.630501436100246,34.0,27.43671607654747,43.0,9.0
28,5,1,1,2,13.124453459723668,15.0,23.38250577280897,6.0,-9.0
28,5,1,2,3,13.124453459723668,10.0,23.95638275344433,36.0,26.0
28,5,2,1,3,26.762450641934578,17.0,26.346857298093937,13.0,-4.0
28,5,2,2,4,26.762450641934578,15.0,28.53123088230967,57.0,42.0
28,6,1,1,2,12.609290770780945,11.0,21.84931978706581,13.0,2.0
28,6,1,2,3,12.609290770780945,9.0,22.993904623439164,23.0,14.0
28,6,2,1,3,24.903509155711248,9.0,28.547595638912526,33.0,24.0
28,6,2,2,4,24.903509155711248,20.0,31.018863585757686,18.0,-2.0
28,7,1,1,2,10.78196386293041,-1.0,19.041547318459322,1.0,2.0
28,7,1,2,3,10.78196386293041,19.0,19.15059464217839,28.0,9.0
28,7,2,1,3,20.590659349137354,7.0,23.306027673257887,10.0,3.0
28,7,2,2,4,20.590659349137354,15.0,26.800492600991447,42.0,27.0
28,8,1,1,2,11.722425779880012,-16.0,22.815192544830012,17.0,33.0
28,8,1,2,3,11.722425779880012,-6.0,27.205859466620453,7.0,13.0
28,8,2,1,3,27.220384594795433,11.0,34.16611812929099,29.0,18.0
28,8,2,2,4,27.220384594795433,31.0,35.61886723729209,30.0,-1.0
28,9,1,1,2,12.870219846979921,9.0,20.210273281008824,16.0,7.0
28,9,1,2,3,12.870219846979921,44.0,25.455229158285235,37.0,-7.0
28,9,2,1,3,24.832400361792565,55.0,28.027152411578868,44.0,-11.0
28,9,2,2,4,24.832400361792565,72.0,30.696740756799144,43.0,-29.0
30,0,1,1,2,5.284417637691547,56.0,15.548394230422616,28.0,-28.0
30,0,1,2,3,5.284417637691547,65.0,14.943480638991332,6.0,-59.0
30,0,2,1,3,19.76806286537095,74.0,22.326528731654065,59.0,-15.0
30,0,2,2,4,19.76806286537095,75.0,18.545368770980417,21.0,-54.0
30,1,1,1,2,16.30531499485508,50.0,12.897957801823281,31.0,-19.0
30,1,1,2,3,16.30531499485508,46.0,10.410102701736037,34.0,-12.0
30,1,2,1,3,15.581274685281926,47.0,18.151876885126114,40.0,-7.0
30,1,2,2,4,15.581274685281926,60.0,23.58266707197376,24.0,-36.0
30,2,1,1,2,13.428406050450604,72.0,22.238353243362297,33.0,-39.0
30,2,1,2,3,13.428406050450604,82.0,22.4774916171871,19.0,-63.0
30,2,2,1,3,24.46675667381146,83.0,28.24286309564738,74.0,-9.0
30,2,2,2,4,24.46675667381146,90.0,30.932587048006184,20.0,-70.0
30,3,1,1,2,6.485203549708217,30.0,12.116442414781773,14.0,-16.0
30,3,1,2,3,6.485203549708217,36.0,8.899032061974566,3.0,-33.0
30,3,2,1,3,12.605603256863333,27.0,19.53073997788499,19.0,-8.0
30,3,2,2,4,12.605603256863333,33.0,10.489053197938745,7.0,-26.0
30,4,1,1,2,16.305314994855053,54.0,22.47050388986972,53.0,-1.0
30,4,1,2,3,16.305314994855053,56.0,18.10380576246058,38.0,-18.0
30,4,2,1,3,21.5897326325466,34.0,26.288363828914783,48.0,14.0
30,4,2,2,4,21.5897326325466,36.0,17.389604275933095,52.0,16.0
30,5,1,1,2,16.305314994855053,57.0,22.47050388986972,56.0,-1.0
30,5,1,2,3,16.305314994855053,64.0,31.046943851493893,44.0,-20.0
30,5,2,1,3,22.17581385466346,48.0,28.579679072171132,59.0,11.0
30,5,2,2,4,22.17581385466346,68.0,24.00860164070008,52.0,-16.0
30,6,1,1,2,18.209286491585317,50.0,34.96000128096506,53.0,3.0
30,6,1,2,3,18.209286491585317,49.0,32.121959462379635,-1.0,-50.0
30,6,2,1,3,38.290642428655275,60.0,51.83142237140686,69.0,9.0
30,6,2,2,4,38.290642428655275,59.0,46.652659930601345,13.0,-46.0
30,7,1,1,2,7.1224539125528,11.0,15.474691466972047,21.0,10.0
30,7,1,2,3,7.1224539125528,31.0,11.526230194520593,8.0,-23.0
30,7,2,1,3,15.59489420024309,34.0,23.27495873777866,23.0,-11.0
30,7,2,2,4,15.59489420024309,26.0,13.848667991334054,0.0,-26.0
30,8,1,1,2,16.305314994855053,24.0,13.41577957949707,32.0,8.0
30,8,1,2,3,16.305314994855053,38.0,21.93703380661333,3.0,-35.0
30,8,2,1,3,16.66292735092071,19.0,30.287200669938898,38.0,19.0
30,8,2,2,4,16.66292735092071,33.0,26.05322885775007,34.0,1.0
30,9,1,1,2,16.30531499485508,44.0,32.5072303397904,43.0,-1.0
30,9,1,2,3,16.30531499485508,60.0,26.209660459267795,48.0,-12.0
30,9,2,1,3,33.13557701369453,75.0,39.28596432282549,83.0,8.0
30,9,2,2,4,33.13557701369453,88.0,36.272776575451516,49.0,-39.0
